视频文件名,实际时长(秒),数据文件时长(秒)
Ses01F_script01_1.mp4,429
Ses01F_script01_2.mp4,152
Ses01F_script01_3.mp4,465
Ses01F_script02_1.mp4,331
Ses01F_script02_2.mp4,482
Ses01F_script03_1.mp4,280
Ses01F_script03_2.mp4,316
Ses01M_script01_1.mp4,428
Ses01M_script01_2.mp4,168
Ses01M_script01_3.mp4,518
Ses01M_script02_1.mp4,404
Ses01M_script02_2.mp4,544
Ses01M_script03_1.mp4,301
Ses01M_script03_2.mp4,339
Ses02F_script01_1.mp4,356
Ses02F_script01_2.mp4,124
Ses02F_script01_3.mp4,120
Ses02F_script02_1.mp4,293
Ses02F_script02_2.mp4,205
Ses02F_script03_1.mp4,218
Ses02F_script03_2.mp4,253
Ses02M_script01_1.mp4,356
Ses02M_script01_2.mp4,127
Ses02M_script01_3.mp4,121
Ses02M_script02_1.mp4,318
Ses02M_script02_2.mp4,414
Ses02M_script03_1.mp4,215
Ses02M_script03_2.mp4,258
Ses03F_script01_1.mp4,455
Ses03F_script01_2.mp4,142
Ses03F_script01_3.mp4,421
Ses03F_script02_1.mp4,365
Ses03F_script02_2.mp4,447
Ses03F_script03_1.mp4,239
Ses03F_script03_2.mp4,333
Ses03M_script01_1.mp4,425
Ses03M_script01_2.mp4,174
Ses03M_script01_3.mp4,418
Ses03M_script02_1.mp4,353
Ses03M_script02_2.mp4,458
Ses03M_script03_1.mp4,269
Ses03M_script03_2.mp4,330
Ses04F_script01_1.mp4,365
Ses04F_script01_2.mp4,153
Ses04F_script01_3.mp4,352
Ses04F_script02_1.mp4,296
Ses04F_script02_2.mp4,436
Ses04F_script03_1.mp4,209
Ses04F_script03_2.mp4,250
Ses04M_script01_1.mp4,348
Ses04M_script01_2.mp4,140
Ses04M_script01_3.mp4,348
Ses04M_script02_1.mp4,315
Ses04M_script02_2.mp4,359
Ses04M_script03_1.mp4,232
Ses04M_script03_2.mp4,303
Ses05F_script01_1.mp4,404
Ses05F_script01_2.mp4,155
Ses05F_script01_3.mp4,438
Ses05F_script02_1.mp4,317
Ses05F_script02_2.mp4,440
Ses05F_script03_1.mp4,243
Ses05F_script03_2.mp4,259
Ses05M_script01_1.mp4,358
Ses05M_script01_2.mp4,142
Ses05M_script01_3.mp4,441
Ses05M_script02_1.mp4,354
Ses05M_script02_2.mp4,455
Ses05M_script03_1.mp4,247
Ses05M_script03_2.mp4,267
